0.003948	17	19	20	27	47	0.176756	0.354313	0.194146	0.103748	0.171038	
0.003963	17	19	20	27	47	0.174398	0.354117	0.193483	0.106152	0.171850	
0.003978	17	19	20	27	47	0.172040	0.353922	0.192820	0.108556	0.172662	
0.003993	17	19	20	27	47	0.169682	0.353726	0.192158	0.110961	0.173474	
0.004008	17	19	20	27	47	0.167323	0.353531	0.191495	0.113365	0.174285	
0.004023	17	19	20	27	47	0.164965	0.353335	0.190833	0.115770	0.175097	
0.004038	17	19	20	27	47	0.162607	0.353140	0.190170	0.118174	0.175909	
0.004053	17	19	20	27	47	0.160249	0.352944	0.189507	0.120578	0.176721	
0.004068	17	19	20	27	47	0.157890	0.352749	0.188845	0.122983	0.177533	
0.004084	17	19	20	27	47	0.155532	0.352554	0.188182	0.125387	0.178345	
0.004099	17	19	20	27	47	0.153174	0.352358	0.187520	0.127792	0.179157	
0.004114	17	19	20	27	47	0.150816	0.352163	0.186857	0.130196	0.179969	
0.004129	17	19	20	27	47	0.148458	0.351967	0.186194	0.132600	0.180780	
0.004144	17	19	20	27	47	0.146099	0.351772	0.185532	0.135005	0.181592	
0.004159	17	19	20	27	47	0.143741	0.351576	0.184869	0.137409	0.182404	
0.004174	17	19	20	27	47	0.141383	0.351381	0.184207	0.139814	0.183216	
0.004189	17	19	20	27	47	0.139025	0.351185	0.183544	0.142218	0.184028	
0.004204	17	19	20	27	47	0.136666	0.350990	0.182881	0.144622	0.184840	
0.004220	17	19	20	27	47	0.134308	0.350795	0.182219	0.147027	0.185652	
0.004235	17	19	20	27	47	0.131950	0.350599	0.181556	0.149431	0.186464	
0.004250	17	19	20	27	47	0.129592	0.350404	0.180893	0.151836	0.187275	
0.004265	17	19	20	27	47	0.127233	0.350208	0.180231	0.154240	0.188087	
0.004280	17	19	20	27	47	0.124875	0.350013	0.179568	0.156645	0.188899	
0.004295	17	19	20	27	47	0.122517	0.349817	0.178906	0.159049	0.189711	
0.004310	17	19	20	27	47	0.120159	0.349622	0.178243	0.161453	0.190523	
0.004325	17	19	20	27	47	0.117801	0.349426	0.177580	0.163858	0.191335	
0.004340	17	19	20	27	47	0.115442	0.349231	0.176918	0.166262	0.192147	
0.004356	17	19	20	27	47	0.113084	0.349036	0.176255	0.168667	0.192959	
0.004371	17	19	20	27	47	0.110726	0.348840	0.175593	0.171071	0.193770	
0.004386	17	19	20	27	47	0.108368	0.348645	0.174930	0.173475	0.194582	
0.004401	17	19	20	27	47	0.106009	0.348449	0.174267	0.175880	0.195394	
0.004416	17	19	20	27	47	0.103651	0.348254	0.173605	0.178284	0.196206	
0.004431	17	19	20	27	47	0.101293	0.348058	0.172942	0.180689	0.197018	
0.004446	17	19	20	27	47	0.098935	0.347863	0.172280	0.183093	0.197830	
0.004461	17	19	20	27	47	0.096576	0.347667	0.171617	0.185497	0.198642	
0.004476	17	19	20	27	47	0.094218	0.347472	0.170954	0.187902	0.199453	
0.004492	17	19	20	27	47	0.091860	0.347277	0.170292	0.190306	0.200265	
0.004507	17	19	20	27	47	0.089502	0.347081	0.169629	0.192711	0.201077	
0.004522	17	19	20	27	47	0.087144	0.346886	0.168967	0.195115	0.201889	
0.004537	17	19	20	27	47	0.084785	0.346690	0.168304	0.197519	0.202701	
0.004552	17	19	20	27	47	0.082427	0.346495	0.167641	0.199924	0.203513	
0.004567	17	19	20	27	47	0.080069	0.346299	0.166979	0.202328	0.204325	
0.004582	17	19	20	27	47	0.077711	0.346104	0.166316	0.204733	0.205137	
0.004597	17	19	20	27	47	0.075352	0.345908	0.165654	0.207137	0.205948	
0.004612	17	19	20	27	47	0.072994	0.345713	0.164991	0.209541	0.206760	
0.004628	5	19	20	27	47	0.110605	0.368739	0.161637	0.165563	0.193457	
0.004643	5	19	20	27	47	0.108312	0.367039	0.160335	0.169967	0.194348	
0.004658	5	19	20	27	47	0.106019	0.365339	0.159032	0.174371	0.195239	
0.004673	5	19	20	27	47	0.103726	0.363639	0.157730	0.178775	0.196130	
0.004688	5	19	20	27	47	0.101433	0.361939	0.156428	0.183180	0.197020	
0.004703	5	19	20	27	47	0.099140	0.360239	0.155125	0.187584	0.197911	
0.004718	5	19	20	27	47	0.096847	0.358539	0.153823	0.191988	0.198802	
0.004733	5	19	20	27	47	0.094554	0.356840	0.152521	0.196392	0.199693	
0.004748	5	19	20	27	47	0.092261	0.355140	0.151218	0.200797	0.200584	
0.004764	5	19	20	27	47	0.089968	0.353440	0.149916	0.205201	0.201475	
0.004779	5	19	20	27	47	0.087675	0.351740	0.148614	0.209605	0.202366	
0.004794	5	19	20	27	47	0.085383	0.350040	0.147311	0.214009	0.203256	
0.004809	10	19	20	27	47	0.103943	0.367992	0.161375	0.166581	0.200109	
0.004824	10	19	20	27	47	0.104239	0.365031	0.158798	0.171654	0.200279	
0.004839	10	19	20	27	47	0.104534	0.362069	0.156221	0.176726	0.200450	
0.004854	10	19	20	27	47	0.104830	0.359108	0.153644	0.181798	0.200620	
0.004869	10	19	20	27	47	0.105125	0.356146	0.151067	0.186871	0.200791	
0.004884	10	19	20	27	47	0.105421	0.353185	0.148490	0.191943	0.200961	
0.004900	10	19	20	27	47	0.105717	0.350223	0.145913	0.197015	0.201132	
0.004915	19	20	23	27	47	0.396623	0.185798	0.020071	0.178801	0.218707	
0.004930	19	20	23	27	47	0.394523	0.183739	0.020703	0.182409	0.218626	
0.004945	19	20	23	27	47	0.392423	0.181681	0.021334	0.186017	0.218546	
0.004960	19	20	23	27	47	0.390323	0.179623	0.021965	0.189625	0.218465	
0.004975	19	20	23	27	47	0.388223	0.177564	0.022596	0.193232	0.218384	
0.004990	19	20	23	27	47	0.386123	0.175506	0.023228	0.196840	0.218303	
0.005005	19	20	23	27	47	0.384023	0.173447	0.023859	0.200448	0.218222	
0.005020	19	20	23	27	47	0.381923	0.171389	0.024490	0.204056	0.218141	
0.005036	19	20	23	27	47	0.379823	0.169331	0.025122	0.207664	0.218061	
0.005051	19	20	23	27	47	0.377723	0.167272	0.025753	0.211272	0.217980	
0.005066	19	20	23	27	47	0.375623	0.165214	0.026384	0.214880	0.217899	
0.005081	19	20	23	27	47	0.373524	0.163155	0.027016	0.218487	0.217818	
0.005096	19	20	23	27	47	0.371424	0.161097	0.027647	0.222095	0.217737	
0.005111	19	20	23	27	47	0.369324	0.159039	0.028278	0.225703	0.217656	
0.005126	19	20	23	27	47	0.367224	0.156980	0.028909	0.229311	0.217576	
0.005141	19	20	23	27	47	0.365124	0.154922	0.029541	0.232919	0.217495	
0.005156	19	20	23	27	47	0.363024	0.152863	0.030172	0.236527	0.217414	
0.005172	19	20	23	27	47	0.360924	0.150805	0.030803	0.240134	0.217333	
0.005187	19	20	23	27	47	0.358824	0.148747	0.031435	0.243742	0.217252	
0.005202	19	20	23	27	47	0.356724	0.146688	0.032066	0.247350	0.217172	
0.005217	10	19	23	27	47	0.141332	0.409751	0.030095	0.202419	0.216403	
0.005232	10	19	23	27	47	0.141083	0.406078	0.030775	0.206357	0.215707	
0.005247	10	19	23	27	47	0.140833	0.402406	0.031455	0.210295	0.215010	
0.005262	10	19	23	27	47	0.140584	0.398734	0.032135	0.214233	0.214314	
0.005277	10	19	23	27	47	0.140334	0.395062	0.032816	0.218171	0.213618	
0.005292	10	19	23	27	47	0.140084	0.391389	0.033496	0.222109	0.212922	
0.005307	10	19	23	27	47	0.139835	0.387717	0.034176	0.226047	0.212225	
0.005323	10	19	23	27	47	0.139585	0.384045	0.034856	0.229985	0.211529	
0.005338	10	19	23	27	47	0.139335	0.380373	0.035536	0.233923	0.210833	
0.005353	10	19	23	27	47	0.139086	0.376701	0.036216	0.237861	0.210137	
0.005368	10	19	23	27	47	0.138836	0.373028	0.036896	0.241798	0.209440	
0.005383	10	19	23	27	47	0.138587	0.369356	0.037577	0.245736	0.208744	
0.005398	10	19	23	27	47	0.138337	0.365684	0.038257	0.249674	0.208048	
0.005413	10	19	23	27	47	0.138087	0.362012	0.038937	0.253612	0.207352	
0.005428	10	19	23	27	47	0.137838	0.358340	0.039617	0.257550	0.206655	
0.005443	10	19	23	27	47	0.137588	0.354667	0.040297	0.261488	0.205959	
0.005459	10	19	23	27	47	0.137339	0.350995	0.040977	0.265426	0.205263	
0.005474	10	19	23	27	47	0.137089	0.347323	0.041657	0.269364	0.204567	
0.005489	19	23	27	29	47	0.424281	0.031971	0.231416	0.092722	0.219610	
0.005504	19	23	27	29	47	0.420883	0.032465	0.233915	0.094563	0.218174	
0.005519	19	23	27	29	47	0.417486	0.032959	0.236414	0.096404	0.216738	
0.005534	19	23	27	29	47	0.414088	0.033453	0.238912	0.098245	0.215301	
0.005549	19	23	27	29	47	0.410690	0.033948	0.241411	0.100086	0.213865	
0.005564	19	23	27	29	47	0.407293	0.034442	0.243910	0.101927	0.212429	
0.005579	19	23	27	29	47	0.403895	0.034936	0.246409	0.103767	0.210992	
0.005595	19	23	27	29	47	0.400497	0.035430	0.248908	0.105608	0.209556	
0.005610	19	23	27	29	47	0.397100	0.035924	0.251407	0.107449	0.208119	
0.005625	19	23	27	29	47	0.393702	0.036419	0.253906	0.109290	0.206683	
0.005640	19	23	27	29	47	0.390304	0.036913	0.256405	0.111131	0.205247	
0.005655	19	23	27	29	47	0.386907	0.037407	0.258904	0.112972	0.203810	
0.005670	19	23	27	29	47	0.383509	0.037901	0.261403	0.114813	0.202374	
0.005685	19	23	27	29	47	0.380111	0.038395	0.263902	0.116654	0.200938	
0.005700	19	23	27	29	47	0.376714	0.038890	0.266401	0.118494	0.199501	
0.005715	19	23	27	29	47	0.373316	0.039384	0.268900	0.120335	0.198065	
0.005731	19	23	27	29	47	0.369918	0.039878	0.271399	0.122176	0.196628	
0.005746	19	23	27	29	47	0.366521	0.040372	0.273898	0.124017	0.195192	
0.005761	19	23	27	29	47	0.363123	0.040866	0.276397	0.125858	0.193756	
0.005776	19	23	27	29	47	0.359725	0.041361	0.278896	0.127699	0.192319	
0.005791	19	23	27	29	47	0.356328	0.041855	0.281395	0.129540	0.190883	
0.005806	19	23	27	29	47	0.352930	0.042349	0.283894	0.131380	0.189447	
0.005821	19	23	27	29	47	0.349533	0.042843	0.286393	0.133221	0.188010	
0.005836	19	23	27	29	47	0.346135	0.043338	0.288892	0.135062	0.186574	
0.005851	19	23	27	29	47	0.342737	0.043832	0.291391	0.136903	0.185137	
0.005867	19	23	27	29	47	0.339340	0.044326	0.293890	0.138744	0.183701	
0.005882	19	23	27	29	47	0.335942	0.044820	0.296389	0.140585	0.182265	
0.005897	19	23	27	29	47	0.332544	0.045314	0.298887	0.142426	0.180828	
0.005912	19	23	27	29	47	0.329147	0.045809	0.301386	0.144266	0.179392	
0.005927	19	23	27	29	47	0.325749	0.046303	0.303885	0.146107	0.177956	
0.005942	19	23	27	29	47	0.322351	0.046797	0.306384	0.147948	0.176519	
0.005957	19	23	27	29	47	0.318954	0.047291	0.308883	0.149789	0.175083	
0.005972	19	23	27	29	47	0.315556	0.047785	0.311382	0.151630	0.173646	
0.005987	19	23	27	29	47	0.312158	0.048280	0.313881	0.153471	0.172210	
0.006003	19	23	27	29	47	0.308761	0.048774	0.316380	0.155312	0.170774	
0.006018	19	23	27	29	47	0.305363	0.049268	0.318879	0.157153	0.169337	
0.006033	19	23	27	29	47	0.301965	0.049762	0.321378	0.158993	0.167901	
0.006048	19	23	27	29	47	0.298568	0.050256	0.323877	0.160834	0.166465	
0.006063	19	23	27	29	47	0.295170	0.050751	0.326376	0.162675	0.165028	
0.006078	19	23	27	29	47	0.291772	0.051245	0.328875	0.164516	0.163592	
0.006093	19	23	27	29	47	0.288375	0.051739	0.331374	0.166357	0.162156	
0.006108	19	23	27	29	47	0.284977	0.052233	0.333873	0.168198	0.160719	
0.006123	19	23	27	29	47	0.281579	0.052727	0.336372	0.170039	0.159283	
0.006139	19	23	27	29	47	0.278182	0.053222	0.338871	0.171879	0.157846	
0.006154	19	23	27	29	47	0.274784	0.053716	0.341370	0.173720	0.156410	
0.006169	19	23	27	29	47	0.271386	0.054210	0.343869	0.175561	0.154974	
0.006184	19	23	27	29	47	0.267989	0.054704	0.346368	0.177402	0.153537	
0.006199	19	23	27	29	47	0.264591	0.055199	0.348867	0.179243	0.152101	
0.006214	19	23	27	29	47	0.261193	0.055693	0.351366	0.181084	0.150665	
0.006229	19	23	27	29	47	0.257796	0.056187	0.353865	0.182925	0.149228	
0.006244	19	23	27	29	47	0.254398	0.056681	0.356364	0.184766	0.147792	
0.006259	19	23	27	29	47	0.251000	0.057175	0.358862	0.186606	0.146355	
0.006275	19	23	27	29	47	0.247603	0.057670	0.361361	0.188447	0.144919	
0.006290	19	23	27	29	47	0.244205	0.058164	0.363860	0.190288	0.143483	
0.006305	19	23	27	29	47	0.240807	0.058658	0.366359	0.192129	0.142046	
0.006320	19	23	27	29	47	0.237410	0.059152	0.368858	0.193970	0.140610	
