0.002253	126	189	203	216	223	235	279	312	342	390	0.065446	0.139610	0.055809	0.058569	0.061385	0.092269	0.087746	0.129606	0.107991	0.201568	
0.002288	126	189	203	216	223	235	279	312	342	390	0.068808	0.136979	0.061603	0.062316	0.058789	0.085932	0.084869	0.133204	0.110042	0.197457	
0.002324	126	189	203	216	223	235	279	312	342	390	0.072169	0.134349	0.067398	0.066063	0.056194	0.079596	0.081993	0.136801	0.112093	0.193345	
0.002360	126	189	203	216	223	235	279	312	342	390	0.075530	0.131718	0.073192	0.069811	0.053598	0.073260	0.079116	0.140398	0.114144	0.189234	
0.002396	126	189	203	216	223	235	279	312	342	390	0.078892	0.129087	0.078986	0.073558	0.051002	0.066925	0.076239	0.143994	0.116194	0.185123	
0.002431	126	189	203	216	223	235	279	312	342	390	0.082253	0.126456	0.084781	0.077305	0.048407	0.060589	0.073362	0.147591	0.118245	0.181011	
0.002467	126	189	203	216	223	235	279	312	342	390	0.085615	0.123824	0.090576	0.081053	0.045811	0.054254	0.070485	0.151188	0.120295	0.176899	
0.002503	126	189	203	216	223	241	279	312	342	390	0.080438	0.131508	0.053794	0.068215	0.055090	0.073376	0.077473	0.146659	0.119394	0.194053	
0.002539	126	189	203	216	223	241	279	312	342	390	0.083699	0.125408	0.061672	0.070182	0.051814	0.078216	0.073167	0.149327	0.119042	0.187473	
0.002575	126	189	203	216	223	241	279	312	342	390	0.086957	0.119309	0.069549	0.072145	0.048534	0.083054	0.068858	0.152000	0.118691	0.180902	
0.002610	126	189	203	216	223	241	279	312	342	390	0.090215	0.113210	0.077427	0.074109	0.045255	0.087893	0.064549	0.154673	0.118340	0.174330	
0.002646	126	189	203	216	223	241	279	312	342	390	0.093472	0.107112	0.085304	0.076073	0.041975	0.092731	0.060240	0.157346	0.117989	0.167758	
0.002682	179	189	203	216	223	261	279	312	342	390	0.084871	0.138552	0.068763	0.081836	0.054979	0.062145	0.078408	0.120538	0.133120	0.176789	
0.002718	179	189	203	216	223	261	279	312	342	390	0.093072	0.135185	0.072637	0.083117	0.053269	0.064891	0.075859	0.120411	0.133167	0.168391	
0.002753	179	189	203	216	223	261	279	312	342	390	0.101274	0.131818	0.076512	0.084399	0.051559	0.067637	0.073309	0.120284	0.133214	0.159993	
0.002789	179	189	203	216	223	261	279	312	342	390	0.109476	0.128452	0.080386	0.085681	0.049849	0.070383	0.070760	0.120157	0.133261	0.151596	
0.002825	179	189	203	216	223	261	279	312	342	390	0.117678	0.125085	0.084261	0.086963	0.048139	0.073129	0.068210	0.120030	0.133308	0.143198	
0.002861	179	189	203	216	223	261	279	312	342	390	0.125880	0.121718	0.088135	0.088244	0.046429	0.075875	0.065661	0.119903	0.133355	0.134800	
0.002896	179	189	203	216	223	261	279	312	342	390	0.134081	0.118352	0.092010	0.089526	0.044719	0.078622	0.063112	0.119775	0.133401	0.126402	
0.002932	179	189	203	216	223	241	261	312	342	390	0.120901	0.113598	0.091840	0.069317	0.048003	0.089736	0.065640	0.130617	0.132366	0.137983	
0.002968	179	189	203	216	223	241	261	312	342	390	0.129030	0.109251	0.095100	0.070248	0.046211	0.091276	0.069015	0.129452	0.131383	0.129033	
0.003004	179	189	203	216	223	241	261	312	342	390	0.137160	0.104904	0.098360	0.071180	0.044420	0.092816	0.072391	0.128286	0.130400	0.120084	
0.003039	179	189	203	223	232	241	261	312	342	390	0.116382	0.130294	0.079133	0.050359	0.035497	0.113880	0.072905	0.121398	0.126928	0.153223	
0.003075	179	189	203	223	232	241	261	312	342	390	0.122497	0.127153	0.080929	0.049058	0.037707	0.115107	0.075641	0.120016	0.125687	0.146206	
0.003111	179	189	203	223	232	241	261	312	342	390	0.128611	0.124012	0.082724	0.047756	0.039918	0.116333	0.078377	0.118634	0.124446	0.139189	
0.003147	179	189	203	223	232	241	261	312	342	390	0.134725	0.120871	0.084520	0.046454	0.042129	0.117559	0.081114	0.117252	0.123204	0.132173	
0.003183	179	189	203	223	232	241	261	312	342	390	0.140839	0.117730	0.086315	0.045153	0.044340	0.118785	0.083850	0.115870	0.121962	0.125156	
0.003218	179	189	203	223	232	241	261	312	342	390	0.146953	0.114589	0.088111	0.043851	0.046551	0.120011	0.086586	0.114488	0.120721	0.118139	
0.003254	101	179	189	203	216	223	232	312	342	390	0.028060	0.134410	0.131980	0.086281	0.091205	0.043360	0.037412	0.168113	0.148089	0.131091	
0.003290	101	179	189	203	216	223	232	312	342	390	0.029985	0.137983	0.130245	0.086724	0.091734	0.042566	0.038708	0.167778	0.147334	0.126942	
0.003326	179	189	203	216	223	232	261	312	342	354	0.149899	0.129654	0.097166	0.094641	0.050742	0.036827	0.064648	0.135040	0.164371	0.077011	
0.003361	179	189	203	216	223	232	261	312	342	354	0.152214	0.124631	0.099049	0.094216	0.048551	0.039646	0.067230	0.133164	0.161769	0.079531	
0.003397	179	189	203	216	223	232	261	312	342	354	0.154528	0.119609	0.100932	0.093791	0.046360	0.042464	0.069812	0.131288	0.159167	0.082050	
0.003433	179	189	203	216	223	232	261	312	342	354	0.156843	0.114586	0.102814	0.093366	0.044169	0.045283	0.072394	0.129411	0.156566	0.084569	
0.003469	179	189	203	216	223	232	261	312	342	354	0.159157	0.109563	0.104697	0.092941	0.041977	0.048102	0.074976	0.127535	0.153964	0.087088	
0.003504	149	179	189	203	216	223	232	261	312	342	0.077924	0.146637	0.130561	0.099819	0.104490	0.053492	0.038820	0.072885	0.120620	0.154751	
0.003540	101	179	189	203	216	223	232	312	342	354	0.026997	0.152091	0.124106	0.092519	0.100633	0.044993	0.040793	0.168890	0.168464	0.080515	
0.003576	101	179	189	203	216	223	232	312	342	354	0.029210	0.153606	0.121575	0.092734	0.100598	0.043848	0.042286	0.168127	0.166821	0.081194	
